,id,psnr,ssim,lpips
0,000308339072_slice8,37.58859343276525,0.9691417703275681,0.1354164481163025
1,000314025202_slice15,38.3910581910476,0.9781594428043365,0.09711015224456787
2,000311228084_slice11,33.46300136584882,0.9458766144018174,0.1720619946718216
3,001083789439_slice24,38.763379694679536,0.9803705217485428,0.2876332402229309
4,000500882566_slice23,37.40855977942952,0.9818515206823349,0.17199668288230896
5,000961719234_slice15,35.094898611563686,0.9562383429737091,0.24647566676139832
6,000337412566_slice14,38.5314421498938,0.977623655175209,0.07489218562841415
7,000696960682_slice9,39.9269277671633,0.9794567779350281,0.07880717515945435
8,001025550152_slice16,35.03928628231411,0.9656728079385758,0.21338900923728943
9,001012126889_slice17,35.317365639310815,0.9535917702598572,0.22908222675323486
10,000399869215_slice13,36.04120117427745,0.9662329726228714,0.10033389925956726
11,000947193547_slice5,34.75347527813827,0.9672984946079254,0.25810933113098145
12,000347539107_slice26,41.52925662991323,0.9833821835260391,0.07622818648815155
13,001808538100_slice9,30.995104422809185,0.9325216888275146,0.30435264110565186
14,001096709026_slice16,33.02021762364039,0.960852748503685,0.2217741310596466
15,000316805394_slice11,34.964795934771615,0.962333617986679,0.10916934907436371
16,000911620924_slice18,34.28400148161106,0.9473862779226303,0.26401418447494507
17,000543307151_slice17,37.37586505231096,0.9767839035816193,0.09535221010446548
18,001842259648_slice24,42.55461709875853,0.9860135921764374,0.12150248885154724
19,001063297025_slice9,38.81857947910533,0.9770002836513519,0.11479102075099945
20,001096709026_slice21,34.73691634286147,0.9694757864027024,0.23454612493515015
21,000550563000_slice3,34.74893545396194,0.9555012818908691,0.198377788066864
22,000550563000_slice1,34.630134420076,0.9596856616792678,0.20168042182922363
23,000995235335_slice8,33.51264278765569,0.9412007360496522,0.2647109031677246
24,001879352377_slice21,38.05861271208939,0.9701273755378723,0.21652424335479736
25,000945426716_slice8,36.536675718357266,0.9636787737407684,0.24868300557136536
26,000500882566_slice15,34.40264335901638,0.9418268941812515,0.1616312563419342
27,000543307151_slice25,40.6928826468937,0.9817731215629578,0.08568408340215683
28,001037881059_slice12,34.28266537574027,0.9564311708297729,0.24891923367977142
29,001808538100_slice8,31.3637805902301,0.9353517518997192,0.3014787435531616
30,000998241845_slice9,34.59216374545878,0.9526120536689758,0.26778003573417664
31,001050720368_slice3,32.74590889904403,0.9501093344421386,0.258827805519104
32,000985941214_slice16,34.60194905699816,0.9521938148612976,0.24144545197486877
33,000696960682_slice3,42.3215878852012,0.9831132129449844,0.06242389604449272
34,000966900632_slice21,35.708755214349594,0.9566875882415772,0.2417294979095459
35,000543307151_slice4,34.057809980882844,0.9571545260429383,0.14046892523765564
36,001808012216_slice10,33.499785015042036,0.939355727314949,0.20789211988449097
37,000324820801_slice21,40.598207086852725,0.9827086704673768,0.04564722627401352
38,001876264214_slice4,32.32870132514418,0.944692485970974,0.27162253856658936
39,001849667681_slice6,35.54303224572061,0.9616090330286026,0.1621839851140976
40,000541655453_slice23,37.243203142192485,0.9831476902513504,0.18457794189453125
41,001876182454_slice16,34.80131014205875,0.9534514312353134,0.23042769730091095
42,000913186207_slice14,32.657792938438384,0.924861161143303,0.24052685499191284
43,000578161058_slice20,33.7590744547452,0.9441254287099838,0.1707659214735031
44,000934691111_slice9,33.58420638540855,0.9561756043214797,0.2506323456764221
45,000324820801_slice14,37.537093809799586,0.9732528070259094,0.08200517296791077
46,001012126889_slice20,35.31045901796279,0.9411367675561905,0.23886269330978394
47,000333525993_slice15,38.62747098458706,0.9781645555582047,0.06717770546674728
48,001025550152_slice22,36.88587504601452,0.9773205878143311,0.24069702625274658
49,000945426716_slice4,37.26109418229412,0.9722790799636841,0.26525944471359253
50,000928999279_slice4,37.82776237990936,0.9715942286529541,0.2834935188293457
51,001029291693_slice26,39.626895107327414,0.9830464374818801,0.27401983737945557
52,000345930547_slice4,37.67033991873383,0.9701253337459564,0.12116454541683197
53,001063297025_slice18,41.37965169337896,0.984362906252861,0.07624760270118713
54,000934994990_slice15,33.4636670250762,0.9388084164838791,0.25659990310668945
55,001897672076_slice20,36.32562379798409,0.9655859521160126,0.21345362067222595
56,001074909456_slice23,38.095737829112345,0.9766232121553421,0.2583053410053253
57,001808538100_slice7,31.47028218914943,0.931824803516388,0.2931908071041107
58,001029798240_slice9,32.18351461007754,0.917778072716713,0.24596507847309113
59,000379407687_slice8,37.89990161470237,0.9688145648899078,0.1449301838874817
60,000345930547_slice19,40.446928525064045,0.9795607039499283,0.057358793914318085
61,000945426716_slice21,36.373744133372305,0.9593906215658188,0.24437496066093445
62,000366203456_slice10,34.90122767296991,0.9575610304222107,0.1343412846326828
63,000587449609_slice23,37.26326041034691,0.9813730112657547,0.20382919907569885
64,001806046107_slice11,32.16612212456904,0.9291468642606735,0.2411802113056183
65,000316805394_slice15,35.781684574474674,0.9715159239339829,0.07857702672481537
66,001053294261_slice26,39.02933811813756,0.9801298373327255,0.3345624804496765
67,000947193547_slice20,33.46900320138465,0.9427576882734299,0.2395082265138626
68,001059709071_slice4,30.715445074527736,0.9264184207572937,0.27465036511421204
69,000970643018_slice6,42.979235247875415,0.9837662746210099,0.03610570728778839
70,001839278328_slice26,41.21149363449793,0.985152648569107,0.3270256519317627
71,001038889530_slice3,30.466049465055352,0.9185134821910859,0.27105480432510376
72,001046143247_slice26,39.75198016971039,0.9798343617286682,0.3340664803981781
73,001083789439_slice10,33.7905842348708,0.9521414868021011,0.2330855429172516
74,000305738011_slice17,39.986485794716344,0.982052132856369,0.062238242477178574
75,001029798240_slice26,39.97298882827335,0.9822950596342087,0.31360626220703125
76,000646180664_slice8,40.30234918627619,0.9806350693950653,0.08041337132453918
77,001860916274_slice13,32.71407551757501,0.954242889122963,0.18641981482505798
78,001874921003_slice21,36.478901158887496,0.9690467743930816,0.2498728334903717
79,001896831287_slice25,42.96751525107194,0.9864051022443772,0.1551593393087387
80,001071071414_slice26,40.46967276255164,0.9825491468429566,0.3396630585193634
81,001854193267_slice19,34.96188004663979,0.9684180329370499,0.2303411215543747
82,000345930547_slice11,38.77511255966083,0.9748537438344955,0.09358446300029755
83,000372130786_slice23,43.166106906688114,0.985537011376381,0.043078962713479996
84,000976562096_slice20,35.412774092453006,0.9560176484565734,0.25642314553260803
85,000981972381_slice21,33.72955377747417,0.9403325085668564,0.3000335097312927
86,000684566944_slice23,40.5559606552879,0.9841536711568832,0.2771696150302887
87,000388045207_slice23,40.848391034568536,0.9840649725494385,0.054670192301273346
88,001814461524_slice25,42.21633038724236,0.9866499117984772,0.2916759252548218
89,001021160062_slice16,34.757639237109935,0.9457178626413345,0.22226613759994507
90,001835089949_slice27,44.08240501651317,0.988692635564804,0.3520119786262512
91,001071071414_slice14,34.10890855270303,0.9597192757778168,0.2348799705505371
92,000945361230_slice2,39.76562601444442,0.9756019674053192,0.3210175037384033
93,000399869215_slice24,40.68026167858096,0.9840915401887894,0.07035046070814133
94,001025797909_slice25,37.481610930383255,0.9712035240888596,0.3272131383419037
95,001009914240_slice7,33.65130969203563,0.9527337459850311,0.23287977278232574
96,000327099741_slice26,42.092490156405646,0.9833715322694778,0.07125239819288254
97,001038889530_slice23,34.9549366670005,0.9674966215105056,0.28453385829925537
98,001094450869_slice19,37.78966790673693,0.9700926398668289,0.24035079777240753
99,000303269784_slice1,38.32666044493553,0.9735572360124588,0.11010434478521347
100,000939176033_slice2,37.534348139612746,0.9687442482252121,0.33152714371681213
101,000998241845_slice6,34.19734715713586,0.9476987648735047,0.2710174024105072
102,000303851049_slice13,36.39579895954125,0.968920915172577,0.11209528893232346
103,001814461524_slice8,34.26474259496822,0.9568848394107818,0.22139154374599457
104,001009914240_slice12,34.62972599558675,0.9352621043043137,0.229763001203537
105,000324094767_slice5,38.98183186133857,0.9772014682140351,0.11067800968885422
106,001884195185_slice2,34.53092771324067,0.9593346043176652,0.19206488132476807
107,000913186207_slice7,34.28442488307527,0.9474412077302933,0.25039130449295044
108,001074909456_slice24,38.484664555627184,0.9772265162858963,0.2693837285041809
109,001839278328_slice25,39.61701455816101,0.982367200723648,0.31026315689086914
110,000500882566_slice14,33.97591394091299,0.9469534886174202,0.15622319281101227
111,001874921003_slice8,34.42859327775167,0.9436163834295273,0.2432764768600464
112,000500882566_slice26,43.828250138586284,0.9883925374670028,0.18705815076828003
113,001025550152_slice14,33.25630508784724,0.9489495435152053,0.22030983865261078
114,001050720368_slice2,32.163818053453284,0.9459488765816688,0.24593432247638702
115,000995235335_slice21,34.30143474620619,0.9485460877380371,0.27312740683555603
116,001866093123_slice23,34.83100168596005,0.9650196854028702,0.26264214515686035
117,001816033517_slice22,36.77483960313947,0.9517048758325577,0.2162264883518219
118,001808012216_slice19,35.84067626958177,0.9667114600572586,0.18546852469444275
119,000376668598_slice3,35.314641294206886,0.9633411041936875,0.11579243838787079
120,001884195185_slice21,38.16611152580529,0.9791441674966812,0.16159406304359436
121,000331146774_slice24,39.87065614630039,0.9829772921628952,0.05555247142910957
122,000584487897_slice7,32.18822845628535,0.9373030367202759,0.21401560306549072
123,001854193267_slice1,31.174109503223477,0.9348212253551483,0.26026150584220886
124,000367047295_slice6,37.222824234910576,0.9672851829986572,0.10882452875375748
125,000975312606_slice17,33.28475072824308,0.9404626491622925,0.26130056381225586
126,000310542253_slice10,37.55799291136364,0.9705276717529296,0.11106891185045242
127,001874921003_slice22,35.9290744119074,0.95006572590065,0.2612549662590027
128,001896831287_slice22,38.86601499452551,0.9823294903697968,0.1385284662246704
129,001029291693_slice14,33.88644930997519,0.9490742077074051,0.2093757838010788
130,000934994990_slice17,33.539758774302754,0.9399243898410797,0.2617032527923584
131,000543307151_slice18,37.37385361754954,0.976589824095726,0.09443312883377075
132,001866093123_slice7,31.856515295142106,0.9319813242635727,0.26508039236068726
133,001866093123_slice6,31.92442831947521,0.9415444132728576,0.2603277862071991
134,000945361230_slice1,40.59708463544548,0.9778421693229675,0.3526017367839813
135,001025290760_slice11,32.77374865258261,0.9360332908082009,0.23935529589653015
136,001849667681_slice20,38.24362278237257,0.9802020777511596,0.10793386399745941
137,000373206786_slice25,42.490835946304024,0.984461387889862,0.05281119793653488
138,000305738011_slice3,38.51732533155171,0.9748076578578949,0.11638014018535614
139,000970643018_slice16,41.80436791388886,0.9807187844247818,0.04464924335479736
140,000388045207_slice12,37.51964267690605,0.9754352001667023,0.10010527074337006
141,000640456777_slice3,39.98504529075268,0.9786212384519577,0.08221190422773361
142,001861720348_slice24,37.36602156127571,0.9764032819929123,0.2779865264892578
143,000934994990_slice12,33.74988753012396,0.942471644949913,0.25139790773391724
144,000916471114_slice15,34.913779498021704,0.9572154253168106,0.24743013083934784
145,001044385032_slice21,38.34192012306796,0.967956317193985,0.2536013424396515
146,000933160136_slice11,35.25369953759183,0.9594965323009491,0.26971688866615295
147,001854193267_slice23,37.652079226737484,0.9747289463129044,0.2896577715873718
148,000900369824_slice16,36.84036810025232,0.9592991315507888,0.23488792777061462
149,001899862363_slice25,40.67653970106336,0.9850720193605423,0.258806437253952
150,000316805394_slice8,35.438632666539455,0.9602472675886154,0.11474518477916718
151,000916471114_slice20,35.52510506683854,0.956356520395279,0.24883797764778137
152,000303269784_slice25,44.05150626129942,0.9865647397670746,0.047286927700042725
153,001854193267_slice8,31.02422107207632,0.934991917116642,0.23627042770385742
154,001074909456_slice19,36.899474364543224,0.973227672744751,0.23273681104183197
