,id,psnr,ssim,lpips
0,000308339072_slice8,34.531198328100054,0.9433679734354019,0.16463856399059296
1,000314025202_slice15,34.76079783002868,0.957548314939022,0.1203877329826355
2,000311228084_slice11,30.153683516453423,0.9002003199498654,0.20064982771873474
3,001083789439_slice24,35.61348133602309,0.9646640114002227,0.31441229581832886
4,000500882566_slice23,31.841316651508002,0.9507556406593323,0.2127424031496048
5,000961719234_slice15,31.740842724931838,0.9239039405565261,0.2906309962272644
6,000337412566_slice14,34.510395428519004,0.9548517540774345,0.12280425429344177
7,000696960682_slice9,35.900245797982265,0.9592753065013886,0.11818012595176697
8,001025550152_slice16,31.02908054609302,0.9360591730394363,0.25503677129745483
9,001012126889_slice17,32.04438555953844,0.9416742470064163,0.2542109191417694
10,000399869215_slice13,32.61274587686688,0.9394426122450829,0.13049466907978058
11,000947193547_slice5,31.07924881645488,0.9414602631201744,0.28805097937583923
12,000347539107_slice26,37.189517780540555,0.9749030548267364,0.10744260251522064
13,001808538100_slice9,27.4217731687404,0.8777051700326204,0.3271160125732422
14,001096709026_slice16,30.02706515576582,0.9294964650763273,0.2440701723098755
15,000316805394_slice11,32.052952282243304,0.9372021554079055,0.1285555362701416
16,000911620924_slice18,30.744628613188375,0.9076972941374779,0.3058375120162964
17,000543307151_slice17,33.92554316736265,0.9569230888481141,0.12438835203647614
18,001842259648_slice24,39.45987477890066,0.9807130103645325,0.14953753352165222
19,001063297025_slice9,35.38692070180276,0.9553818318619728,0.16069205105304718
20,001096709026_slice21,31.476268608581634,0.9429130253226757,0.26256731152534485
21,000550563000_slice3,30.169867556528047,0.9159749786958509,0.2595807909965515
22,000550563000_slice1,29.7401516917041,0.9059529001770019,0.27024924755096436
23,000995235335_slice8,29.991401441308714,0.9061124310944081,0.3017573952674866
24,001879352377_slice21,33.079095570868645,0.9584603407497406,0.2480989545583725
25,000945426716_slice8,33.285511432776374,0.9389060429439545,0.2871415615081787
26,000500882566_slice15,30.470227864300753,0.9376065740423203,0.18758031725883484
27,000543307151_slice25,35.377413439287736,0.9669443789639472,0.12960048019886017
28,001037881059_slice12,31.84371866832965,0.9366529245810509,0.27617380023002625
29,001808538100_slice8,27.389484896280344,0.8743086324065774,0.3383389711380005
30,000998241845_slice9,31.31832969901496,0.922218476270914,0.3067013621330261
31,001050720368_slice3,28.819015650167714,0.8935020862627775,0.30635204911231995
32,000985941214_slice16,31.34935024709096,0.9144508938369751,0.28679803013801575
33,000696960682_slice3,36.76329709165314,0.9619736146049499,0.11278015375137329
34,000966900632_slice21,31.358027196604205,0.902704635219574,0.3112533688545227
35,000543307151_slice4,29.865684702229622,0.909018720889926,0.18214309215545654
36,001808012216_slice10,30.73138274394477,0.916287583311081,0.2364136427640915
37,000324820801_slice21,35.80647596321606,0.9682851086797715,0.08969233930110931
38,001876264214_slice4,28.5591399487277,0.8914997756977081,0.3076153099536896
39,001849667681_slice6,31.783205464228406,0.9213433318448067,0.20798686146736145
40,000541655453_slice23,31.638915679422297,0.9471558786175251,0.23031041026115417
41,001876182454_slice16,31.35510546825737,0.9430789926427603,0.255738765001297
42,000913186207_slice14,29.12648396018436,0.9004724884870052,0.27282583713531494
43,000578161058_slice20,29.12268536632924,0.9353218887609244,0.19296982884407043
44,000934691111_slice9,28.48286242804143,0.9101826522163823,0.29643648862838745
45,000324820801_slice14,34.202199701666856,0.9513215740480423,0.1152675598859787
46,001012126889_slice20,32.56188593989476,0.9476386597557068,0.26304110884666443
47,000333525993_slice15,34.88666285629367,0.9605263470449448,0.09405346214771271
48,001025550152_slice22,33.10686579714437,0.9546770390148163,0.26838451623916626
49,000945426716_slice4,33.87719070065814,0.953232497209549,0.30233481526374817
50,000928999279_slice4,34.92667195145518,0.9561197095022201,0.32307714223861694
51,001029291693_slice26,36.32693390541946,0.9686399779949189,0.2955312132835388
52,000345930547_slice4,33.57477881786937,0.9340834490089417,0.17459844052791595
53,001063297025_slice18,38.60424092730527,0.9758487478895187,0.10701696574687958
54,000934994990_slice15,29.85666621172217,0.9018408423746527,0.3055620789527893
55,001897672076_slice20,32.30465851793329,0.9521394874024391,0.2360386997461319
56,001074909456_slice23,35.42224430546601,0.9620096241931916,0.2811380624771118
57,001808538100_slice7,27.332128763360807,0.8782274535712791,0.3367421627044678
58,001029798240_slice9,29.008200229675197,0.8976074366340637,0.2741154134273529
59,000379407687_slice8,34.63073077879394,0.9433440059194564,0.18431788682937622
60,000345930547_slice19,36.70228808643263,0.9685632025270462,0.09041666984558105
61,000945426716_slice21,31.671677630578365,0.910031527415514,0.32368573546409607
62,000366203456_slice10,31.561419815500813,0.9175374013073444,0.17205047607421875
63,000587449609_slice23,32.04834436364013,0.9541970897197724,0.23861558735370636
64,001806046107_slice11,29.230988883111362,0.914124954143405,0.26181018352508545
65,000316805394_slice15,31.604455337215775,0.9425622125244141,0.10525940358638763
66,001053294261_slice26,36.29157679547027,0.9670946328525544,0.360145628452301
67,000947193547_slice20,29.659751360835482,0.8885053527591229,0.3199557065963745
68,001059709071_slice4,26.596759100407787,0.846788088450253,0.3125787377357483
69,000970643018_slice6,37.35239926134847,0.9791887337713242,0.05512309819459915
70,001839278328_slice26,38.71251443764291,0.9770638805236816,0.35752543807029724
71,001038889530_slice3,26.591579178893166,0.8534165478880303,0.31602171063423157
72,001046143247_slice26,36.88384574813189,0.9671416784391403,0.3602553606033325
73,001083789439_slice10,30.8280539324454,0.9198353427686691,0.26563090085983276
74,000305738011_slice17,36.11161508724797,0.9669086168613433,0.09468600898981094
75,001029798240_slice26,37.30912786886921,0.9689814663000107,0.33635225892066956
76,000646180664_slice8,35.148047124157536,0.952395592566967,0.13557982444763184
77,001860916274_slice13,30.144157786794516,0.9263013172242641,0.21456056833267212
78,001874921003_slice21,33.52426227636152,0.9448263481309414,0.27612945437431335
79,001896831287_slice25,39.99567471706386,0.9794090693969727,0.1823350489139557
80,001071071414_slice26,38.48871230472871,0.9722975088825225,0.36411863565444946
81,001854193267_slice19,30.406794454822283,0.9402210118818283,0.2586369216442108
82,000345930547_slice11,35.32909654258673,0.953262004365921,0.1360236257314682
83,000372130786_slice23,39.020568545455816,0.9797825415267944,0.0803934782743454
84,000976562096_slice20,31.76663453404931,0.9175498829808235,0.3105137348175049
85,000981972381_slice21,29.869481603867442,0.8856642058308124,0.36041396856307983
86,000684566944_slice23,37.26725192027379,0.9707131481456757,0.31202757358551025
87,000388045207_slice23,35.69334567289752,0.9705502267007827,0.0840468630194664
88,001814461524_slice25,40.14548944216471,0.9817838111085891,0.3144281506538391
89,001021160062_slice16,31.840093267742837,0.9433693518271447,0.240189790725708
90,001835089949_slice27,43.02723924338857,0.9859383957986831,0.3708651065826416
91,001071071414_slice14,30.710132513418834,0.9272262309575081,0.269172340631485
92,000945361230_slice2,37.64816844509921,0.9625513036441803,0.3619859218597412
93,000399869215_slice24,35.03142193590022,0.9690846875371933,0.1097373515367508
94,001025797909_slice25,34.75150457476955,0.9567651396784782,0.35568657517433167
95,001009914240_slice7,29.047774849842703,0.8976266886739731,0.2801208198070526
96,000327099741_slice26,38.20386525633187,0.9768711067399979,0.11221492290496826
97,001038889530_slice23,31.8509280235673,0.9483473248476982,0.3151148855686188
98,001094450869_slice19,34.95713751095007,0.9585748043117523,0.27639040350914
99,000303269784_slice1,34.44877669160416,0.942539877969265,0.14235107600688934
100,000939176033_slice2,34.13002321858761,0.949283092417717,0.37362194061279297
101,000998241845_slice6,30.816826293843818,0.9173600760600567,0.3118942081928253
102,000303851049_slice13,33.505982281702735,0.9475809213371277,0.1309947818517685
103,001814461524_slice8,31.171111773646736,0.9244617366142273,0.2464432269334793
104,001009914240_slice12,31.749493942173935,0.9354770696249008,0.2728637158870697
105,000324094767_slice5,34.70353855819718,0.9500516233196259,0.1490056961774826
106,001884195185_slice2,30.147131686889296,0.8942523165030479,0.24280372262001038
107,000913186207_slice7,30.46006019033788,0.922557142642498,0.2842564284801483
108,001074909456_slice24,35.696690556074564,0.9613925058679581,0.2960858643054962
109,001839278328_slice25,36.23728661169168,0.9697728038873672,0.336825430393219
110,000500882566_slice14,30.20509718427901,0.9316908752530814,0.1886196732521057
111,001874921003_slice8,31.361722447491847,0.9192532116832733,0.2703089416027069
112,000500882566_slice26,40.55476058296768,0.979094224855423,0.21954986453056335
113,001025550152_slice14,30.069449235349172,0.9227876300272941,0.2548234462738037
114,001050720368_slice2,28.158427267842082,0.8851002304531054,0.30058762431144714
115,000995235335_slice21,30.59332503659299,0.9012055240392685,0.3657733201980591
116,001866093123_slice23,30.77921756308779,0.9414854898796081,0.2922629117965698
117,001816033517_slice22,33.96629761561063,0.9544908087921142,0.2485639750957489
118,001808012216_slice19,32.29135983682681,0.9432543113451004,0.21053409576416016
119,000376668598_slice3,31.42326056359594,0.9234531332002878,0.16299524903297424
120,001884195185_slice21,34.42131359908326,0.961940034854412,0.18574044108390808
121,000331146774_slice24,35.14251901368832,0.9703180043802261,0.09837105870246887
122,000584487897_slice7,28.861286038714532,0.8955106613097191,0.2530469596385956
123,001854193267_slice1,27.149259374833804,0.8661408678909298,0.30751633644104004
